Date,Station,"Alkalinity, total",Aluminum,Ammonia,Ammonium,Arsenic,BORON,Biochemical oxygen demand,"Biochemical oxygen demand, standard conditions",Cadmium,Chlorophyll a,Chromium,Cobalt,Conductivity,Copper,Depth,Dissolved Inorganic Nitrogen,Dissolved Organic Carbon,Dissolved Oxygen,Escherichia coli,Fecal Coliform,"Fecal Coliform, C","Fecal Coliform, M",Inorganic nitrogen (nitrate and nitrite),Iron,Iron_U,Kjeldahl Nitrogen,Lead,Lithium,Magnesium,Manganese,Mercury,Nitrate,Nitrate & Nitrite,Nitrite,Nitrogen,Organic Carbon,Organic Phosphorus,Orthophosphate,Oxidized Nitrogen,PP,Particulate Organic Carbon,Pheophytin a,Phosphorus,SIF,Secchi,Selenium,Silica,Silver,TCOLI_C,TCOLI_M,TDP,TKNW,"Temperature, water",Total Coliform,Total Hardness,Total hardness,Total suspended solids,Turbidity,Zinc,pH,Watershed,months,month,year,quarter,YearQuart
4/9/2012,PMS29,88,,,,,,,1,,,,,,,,,,9.95,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,,122,,,,,Potomac Mainstem,2012-04,4,2012,2,2012Q2
5/1/1989,PMS29,78,,,0.123000003,,,1,,,,,,309,,0,1.021000028,5.599999905,7,,,,,,,,,,,,,,0.88499999,0.899999976,0.013,,,,0.015,,,,,,,1,,,,,,,,18.39999962,,120,,4,10,,7.5,Potomac Mainstem,1989-05,5,1989,2,1989Q2
5/10/1993,PMS29,82,,,,,,2.700000048,,,,,,348.5714286,,3,,2.099999905,10.52857154,,80,,,,,,,,,,,,,,,,3,,,,,0.899999976,,,,0.800000012,,,,,130,,,21.11428533,,134,,8,8,,8.671428408,Potomac Mainstem,1993-05,5,1993,2,1993Q2
5/10/1999,PMS29,30,,,0.145999998,,,0.899999976,,,,,,285,,0,0.862999976,,7.300000191,,,,,,,,,,,,,,,0.717000008,,,,,0.01,,,,,,,1.799999952,,,,,,,,20.79999924,,56,,13,5,,7.599999905,Potomac Mainstem,1999-05,5,1999,2,1999Q2
5/10/2004,PMS29,68,,0.018,,,,,1.6,,,,,,,,,,9.5,,,,,1.26,,,,,,,,,,,0.007,,,,0.007,,,,,,,,,,,,,,,,,,124,,,,,Potomac Mainstem,2004-05,5,2004,2,2004Q2
5/10/2010,PMS29,82,,,,,,,2.3,,,,,,,,,,10.1,2,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,770,,126,12,,,,Potomac Mainstem,2010-05,5,2010,2,2010Q2
5/11/1992,PMS29,72,,,0.055,,,,,,,,,286.5,,2.516666667,1.657999992,4.199999809,10.25,,,,300,,,,,,,,,,1.590000033,1.600000024,0.013,,4.5,0.023,0.027000001,,0.068999998,0.300000012,,0.119000003,2.359999895,,,,,,,0.050000001,,16.43333308,300,126,,,38,,7.699999809,Potomac Mainstem,1992-05,5,1992,2,1992Q2
5/11/2009,PMS29,54,,0.056,,,,,,,,,,,,,,,10.1,32,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,82,22,,,,Potomac Mainstem,2009-05,5,2009,2,2009Q2
5/12/1986,PMS29,76,,,0.142000005,,,2.299999952,,,13,,,283.5,,1.5,0.86500001,1.700000048,6.249999881,,20,,,,,,0.526000023,,,,,,0.703999996,0.720000029,0.018999999,1.248999953,2.599999905,,,0.384000003,0.018500001,0.899999976,8,0.026000001,0.224000007,1,,,,,,0.01,,21.39999962,20,122,,12,8,,8.250000239,Potomac Mainstem,1986-05,5,1986,2,1986Q2
5/12/1997,PMS29,88,,,0.032000002,,,2.400000095,,,,,,337.375,,3.5,1.241999984,,9.274999976,,,,,,,,,,,,,,,1.210000038,,,,,,,,,,,,0.800000012,,,,,,,,16.34999943,,154,,7,10,,8.31250012,Potomac Mainstem,1997-05,5,1997,2,1997Q2
5/12/2008,PMS29,56,,,,,,,3.4,,,,,,,,,,10.1,2420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,168,,,,Potomac Mainstem,2008-05,5,2008,2,2008Q2
5/12/2014,PMS29,76,,,,,,,0.9,,,,,,,,,,8.86940625,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921,,116,4,,,,Potomac Mainstem,2014-05,5,2014,2,2014Q2
5/12/2015,PMS29,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potomac Mainstem,2015-05,5,2015,2,2015Q2
5/13/1985,PMS29,72,,,0.039999999,,,2.200000048,,,18,,,231,,0,1.083999991,4,6.5,,24000,,,,,,0.595000029,,,,,,1.049999952,1.059999943,0.014,1.659000039,1,0.015,0.018999999,0.564999998,0.057,,7,0.090999998,2.339999914,0.800000012,,,,,,0.034000002,,23,160000,110,,8,10,,7,Potomac Mainstem,1985-05,5,1985,2,1985Q2
5/13/1996,PMS29,54,,,0.127000004,,,1.200000048,,,,,,186,,0,1.156999946,,10.10000038,,3000,,,,,,,,,,,,,1.029999971,,,,,,,,,,,,0.400000006,,,,,,,,14.89999962,,102,,40,23,,7.400000095,Potomac Mainstem,1996-05,5,1996,2,1996Q2
5/14/1990,PMS29,60,,,0.209999993,,,1.700000048,,,,,,246.1111111,,4,1.536999941,3.900000095,7.94444455,,,780,,,,,0.699999988,,,,,,1.299999952,1.330000043,0.027000001,2.02699995,3.900000095,0.003,0.052999999,0.49000001,0.034000002,0,,0.090000004,2.970000029,0.600000024,,,,800,,0.056000002,,16.96666654,,94,,18,24,,7.211110963,Potomac Mainstem,1990-05,5,1990,2,1990Q2
5/15/1989,PMS29,44,,,0.055,,,,,,,,,194,,0,1.156999946,,6.300000191,,,,,,,,1,,,,,,1.090000033,1.100000024,0.012,2.101999998,,0.032000002,0.022,0.944999993,0.028000001,,,0.082000002,,0.300000012,,,,,,0.054000001,,12.60000038,,76,,,26,,7.599999905,Potomac Mainstem,1989-05,5,1989,2,1989Q2
5/16/2011,PMS29,84,,,,,,,1.7,,,,,,,,,,9.4,167,,,,,,,,,,,,,,,0.038,,,,,,,,,,,,,,,,,,,,,,118,5,,,,Potomac Mainstem,2011-05,5,2011,2,2011Q2
5/16/2017,PMS29,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potomac Mainstem,2017-05,5,2017,2,2017Q2
5/18/1987,PMS29,78,,,0.039999999,,,,,,,,,258.875,,3.5,0.957000017,,9.174999952,,,,,,,,,,,,,,0.925000012,0.939999998,0.012,,,,0.007,,,,,,,0.899999976,,,,,,,,21.82499957,,102,,6,7,,8.674999952,Potomac Mainstem,1987-05,5,1987,2,1987Q2
5/18/1998,PMS29,72,,,0.014,,,,,,,,,240,,2.516666651,1.243999958,,8.800000032,,80,,,,,,,,,,,,,1.230000019,,,,,0.028999999,,,,,,,1.200000048,,,,,230,,,21.23333295,,108,,,8,,7.450000048,Potomac Mainstem,1998-05,5,1998,2,1998Q2
5/18/2015,PMS29,84,,,,,,,3,,,,,,,,,,6.273436,308,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,2420,,128,10,,,,Potomac Mainstem,2015-05,5,2015,2,2015Q2
5/19/2003,PMS29,55,,0.048,,,,,,,,,,,,,,,11,,,,,1.19,,,,,,,,,,,0.013,,,,0.076,,,,,,,,,,,,,,,,,,101,,,,,Potomac Mainstem,2003-05,5,2003,2,2003Q2
5/2/1994,PMS29,88,,,,,,3.099999905,,,,,,333.2,,2,,,7.860000038,,93,,,,,,,,,,,,,,,,,,,,,,,,0.51700002,1,,,,,1043,,,20.0800003,,160,,13,7,,8.4,Potomac Mainstem,1994-05,5,1994,2,1994Q2
5/2/2017,PMS29,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potomac Mainstem,2017-05,5,2017,2,2017Q2
5/20/1991,PMS29,84,,,0.192000002,,,,,,,,,293.3333333,,2.5,1.470999956,,6.116666635,,,,,,,,0.769999981,,,,,,1.25,1.279999971,0.028999999,2.049000025,,0.005,0.037999999,0.578000009,0.026000001,,,0.068999998,,0.899999976,,,,,,0.043000001,,23.21666717,,132,,15,15,,7.199999809,Potomac Mainstem,1991-05,5,1991,2,1991Q2
5/20/2002,PMS29,65,,0.028,,,,,,,1.2,,,,,,,,0,,,,,0.727,,,,,,,,,,,0.004,,,,0.058,,,,,,,,,,,,,,,,,,101,24,,,,Potomac Mainstem,2002-05,5,2002,2,2002Q2
5/20/2013,PMS29,69,,,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,Potomac Mainstem,2013-05,5,2013,2,2013Q2
5/21/2001,PMS29,94,,0.297,,,,,,,28,,,,,,,,5.5,,,,,0.461,,,,,,,,,,,,,,,0.013,,,,29,,,,,,,,,,,,,,140,11,,,,Potomac Mainstem,2001-05,5,2001,2,2001Q2
5/21/2007,PMS29,108,,0.12,,,,,,,,,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,15,,,,Potomac Mainstem,2007-05,5,2007,2,2007Q2
5/21/2012,PMS29,78,,0.068,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,0.011,,,,,,,,,,,,,,,,,,,,,,106,27,,,,Potomac Mainstem,2012-05,5,2012,2,2012Q2
5/22/1995,PMS29,56,,,,,,,,,,,,320.3333333,,4,,,8.322222074,,,,,,,,,,,,,,,,,,,,,,,,,,,1.200000048,,,,,,,,20.20000034,,98,,13,8,,7.488888899,Potomac Mainstem,1995-05,5,1995,2,1995Q2
5/22/2006,PMS29,58,,0.069,,,,,,,,,,,,,,,9.533333333,,,,,,,,,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,,,,88,13,,,,Potomac Mainstem,2006-05,5,2006,2,2006Q2
5/22/2017,PMS29,62,,0.1,,,,,,,,,,,,,,,7.86,30,,,,,,,,,,,,,,,0.006,,,,0.026,,,,,,,,,,,,,,,,,,106,5,,,,Potomac Mainstem,2017-05,5,2017,2,2017Q2
5/23/1988,PMS29,46,,,0.039999999,,,,,,,,,194,,0,1.317999959,,9.600000381,,,,,,,,,,,,,,1.279999971,1.299999952,0.017999999,,,,0.035,,,,,,,0.300000012,,,,,,,,18,,88,,,72,,7.300000191,Potomac Mainstem,1988-05,5,1988,2,1988Q2
5/23/1994,PMS29,76,,,,,,,,,,,,269,,1,,,11.89999994,,,,,,,,,,,,,,,,0.412,,,,0.007,,,,,,1.879999995,0.699999988,,,,,,,,18.59999975,,110,,15,10,,8.566666603,Potomac Mainstem,1994-05,5,1994,2,1994Q2
5/23/2005,PMS29,71,,0.072,,,,,,,,,,,,,,,9.4,,,,,,,,,,,,,,,,0.006,,,,,,,,,,,,,,,,,,,,,,115,5,,,,Potomac Mainstem,2005-05,5,2005,2,2005Q2
5/23/2011,PMS29,58,,,,,,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,9,,,,Potomac Mainstem,2011-05,5,2011,2,2011Q2
5/23/2016,PMS29,74,,0.047,,,,,,,,,,,,,,,9.229973833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,Potomac Mainstem,2016-05,5,2016,2,2016Q2
5/24/1993,PMS29,104,,,0.039999999,,,,,,,,,372.4285714,,3,,,10.09999997,,,,,,,,,,,,,,,,0.029999999,,,,,,,,,,,0.699999988,,,,,,,,19.25714302,,146,,,10,,8.557142803,Potomac Mainstem,1993-05,5,1993,2,1993Q2
5/24/1999,PMS29,92,,,0.158000007,,,,,,4,,,295,,0,0.845000029,,6.599999905,,,,,,,,,,,,,,,0.686999977,,,,,0.022,,,,,,,1.399999976,,,,,,,,23.10000038,,128,,10,5,,7.400000095,Potomac Mainstem,1999-05,5,1999,2,1999Q2
5/24/2004,PMS29,76,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,Potomac Mainstem,2004-05,5,2004,2,2004Q2
5/24/2010,PMS29,71,,0.021,,,,,,,,,,,,,,,9.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,10,,,,Potomac Mainstem,2010-05,5,2010,2,2010Q2
5/26/1992,PMS29,64,,,0.105999999,,,,,,,,,237.6,,1.919999981,1.263500035,,8.060000133,,,,,,,,0.460000008,,,,,,1.149999976,1.157499969,0.01,1.617500008,,0.029999999,0.037,0.354000002,0.01,,,0.077,2.680000067,1,,,,,,0.067000002,,19.84000015,,98,,,18,,7.599999905,Potomac Mainstem,1992-05,5,1992,2,1992Q2
5/26/2009,PMS29,76,,0.11,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,108,15,,,,Potomac Mainstem,2009-05,5,2009,2,2009Q2
5/26/2015,PMS29,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potomac Mainstem,2015-05,5,2015,2,2015Q2
5/27/1986,PMS29,78,,,0.141000003,,,,,,36,,,307,,0.3,1.671000004,,8.100000381,,,,,,,,0.851999998,,,,,,1.5,1.529999971,0.029999999,2.381999969,,0.01075,0.007,0.711000025,0.043000001,,21,0.059,,,,,,,,0.016000001,,23.20000076,,130,,14,14,,7.800000191,Potomac Mainstem,1986-05,5,1986,2,1986Q2
5/27/1997,PMS29,59,,,0.150000006,,,,,,,,,257,,3,1.059000015,,5.471428599,,,,,,,,,,,,,,,0.908999979,,,,,0.007,,,,,,,0.5,,,,,,,,20,,136,,16,30,,7.300000191,Potomac Mainstem,1997-05,5,1997,2,1997Q2
5/27/2008,PMS29,69,,0.023,,,,,,,,,,,,,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,4,,,,Potomac Mainstem,2008-05,5,2008,2,2008Q2
5/28/1985,PMS29,78,,,0.039999999,,,,,,13,,,273,,0,1.005499989,,9,,,,,,,,0.5,,,,,,0.967999995,0.975499988,0.01,1.475500048,,0.011,0.033,0.469999999,,,9,,,0.600000024,,,,,,0.044,,25,,142,,12,13,,7.599999905,Potomac Mainstem,1985-05,5,1985,2,1985Q2
5/28/2014,PMS29,46,,,,,,,,,,,,,,,,,7.748493,2420,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,72,15,,,,Potomac Mainstem,2014-05,5,2014,2,2014Q2
5/29/1990,PMS29,76,,,0.082999997,,,,,,,,,259,,0,1.725000024,,,,,,,,,,0.552999973,,,,,,1.620000005,1.639999986,0.022,2.194999933,,0.025,0.048,0.469999999,0.039999999,,,0.112999998,,0.600000024,,,,,,0.072999999,,,,104,,21,22,,7.699999809,Potomac Mainstem,1990-05,5,1990,2,1990Q2
5/29/1996,PMS29,,,,,,,,,,,,,,,0.100000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,Potomac Mainstem,1996-05,5,1996,2,1996Q2
5/30/2017,PMS29,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potomac Mainstem,2017-05,5,2017,2,2017Q2
5/4/1987,PMS29,66,,,0.074000001,,,1,,,,,,218.25,,1.5,1.50999999,2.299999952,8.799999714,,,,,,,,,,,,,,1.419999957,1.440000057,0.016000001,,2.400000095,,0.017999999,,,0.100000001,,,,0.899999976,,,,,,,,16.17500067,,110,,8,10,,7.699999809,Potomac Mainstem,1987-05,5,1987,2,1987Q2
5/4/1998,PMS29,74,,,0.022,,,,,,,,,261.8333333,,2.5,1.222000003,,9.066666921,,,,,,,,,,,,,,,1.200000048,,,,,0.008,,,,,,,1.399999976,,,,,,,,18.15000057,,114,,,5,,7.716666539,Potomac Mainstem,1998-05,5,1998,2,1998Q2
5/4/2015,PMS29,78,,0.033,,,,,,,,,,,,,,,9.314777714,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,9,,,,Potomac Mainstem,2015-05,5,2015,2,2015Q2
5/5/2003,PMS29,90,,,,,,,3.1,,,,,,,,,,9.7,,,,,1.05,,,,,,,,,,,0.006,,,,,,,,,,,,,,,,,,,,130,,152,,,,,Potomac Mainstem,2003-05,5,2003,2,2003Q2
5/6/1991,PMS29,84,,,0.093999997,,,1,,,,,,249.25,,3.5,1.246999979,4.199999809,7.537500024,,,680,,,,,0.301999986,,,,,,1.139999986,1.149999976,0.013,1.455000043,4.199999809,0.015,0.016000001,0.208000004,0.011,0,,0.041999999,1.019999981,1.100000024,,,,3200,,0.030999999,,19.50000024,,120,,9,16,,7.5,Potomac Mainstem,1991-05,5,1991,2,1991Q2
5/6/2002,PMS29,52,,,,,,,,,1.5,,,,,,,,9.4,,40,,,0.939,,,,,,,,,,,,,,,0.046,,,,1.6,,,,,,,,,,,,130,,94,22,,,,Potomac Mainstem,2002-05,5,2002,2,2002Q2
5/6/2013,PMS29,80,,0.089,,,,,,,,,,,,,,,8.8,53,,,,,,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,,,,2420,,116,5,,,,Potomac Mainstem,2013-05,5,2013,2,2013Q2
5/7/1984,PMS29,62,,,0.033,,,1.200000048,,,3,,,218.2,,2,1.380500019,,9.580000305,,,,,,,,0.275999993,,,,,,1.340000033,1.347500027,0.01,1.623500049,,,0.027000001,0.243000001,0.055,,4,0.07,,0.600000024,,,,,,0.015,,14.5,,96,,21,22,,7.679999924,Potomac Mainstem,1984-05,5,1984,2,1984Q2
5/7/2001,PMS29,92,,0.067,,,,,2.6,,27.6,,,,,,,,7.5,,,,,0.748,,,,,,,,,,,,,,,0.008,,,,6.6,,,,,,,,,,,,,,136,8,,,,Potomac Mainstem,2001-05,5,2001,2,2001Q2
5/7/2007,PMS29,90,,0.057,,,,,0.4,,,,,,,,,,10.125,,,,,,,,,,,,,,,,0.013,,,,,,,,,,,,,,,,,,,,40,,136,,,,,Potomac Mainstem,2007-05,5,2007,2,2007Q2
5/7/2012,PMS29,92,,0.064,,,,,1.2,,,,,,,,,,7.75,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,,128,6,,,,Potomac Mainstem,2012-05,5,2012,2,2012Q2
5/8/1995,PMS29,82,,,0.103,,,1.5,,,,,,358,,2.516666667,1.243000031,,8.149999936,,50,,,,,,,,,,,,1.129999995,1.139999986,0.01,,,,0.052999999,,,,,,,,,,,,900,,,17.05000019,,142,,14,5,,7.599999905,Potomac Mainstem,1995-05,5,1995,2,1995Q2
5/8/2006,PMS29,76,,0.217,,,,,0.1,,,,,,,,,,7.26,,,,,,,,,,,,,,,,0.037,,,,,,,,,,,,,,,,,,,,70,,124,6,,,,Potomac Mainstem,2006-05,5,2006,2,2006Q2
5/8/2017,PMS29,52,,0.044,,,,,1.8,,,,,,,,,,10.36,1300,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,2420,,74,100,,,,Potomac Mainstem,2017-05,5,2017,2,2017Q2
5/9/1988,PMS29,36,,,0.054000001,,,,,,,,,175,,0,0.902499974,5,10.39999962,,,,,,,,,,,,,,0.841000021,0.848500014,0.01,,,,0.029999999,,,,,,,0.100000001,,,,,,,,14.10000038,,60,,,156,,7.199999809,Potomac Mainstem,1988-05,5,1988,2,1988Q2
5/9/2005,PMS29,90,,0.091,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,,,,,70,,144,4,,,,Potomac Mainstem,2005-05,5,2005,2,2005Q2
5/9/2016,PMS29,60,,0.061,,,,,1.2,,,,,,,,,,10.43295317,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2420,,84,22,,,,Potomac Mainstem,2016-05,5,2016,2,2016Q2
6/1/1987,PMS29,76,,,0.039999999,,,1,,,,,,252,,2,1.445000052,3.700000048,7.380000115,,,,,,,,,,,,,,1.409999967,1.419999957,0.015,,,,0.024,,,,,,,1.200000048,,,,,,,,25.43999977,,108,,,7,,7.5,Potomac Mainstem,1987-06,6,1987,2,1987Q2
6/1/1998,PMS29,105,,,0.059999999,,,,,,,,,298,,0,1.320000052,,7.599999905,,,,,,,,,,,,,,,1.25999999,,,,,0.003,,,,,,,1.100000024,,,,,,,,25.39999962,,142,,1,10,,8.300000191,Potomac Mainstem,1998-06,6,1998,2,1998Q2
6/10/1985,PMS29,64,,,0.083999999,,,1,,,6,,,230,,4.011111111,1.406999946,2,12.21111096,,130,,,,,,0.486000001,,,,,,1.299999952,1.320000052,0.023,1.809000015,2.400000095,,0.052999999,0.40200001,0.041999999,0.400000006,1,0.090000004,3.279999971,,,,,,,0.048,,23.5,490,192,,13,33,,8.100000381,Potomac Mainstem,1985-06,6,1985,2,1985Q2
6/10/1996,PMS29,80,,,,,,3.200000048,,,,,,271.4285714,,2.59999999,,,8.257142885,,800,,,,,,,,,,,,,0.833999991,,,,,,,,,,,,1,,,,,22000,,,24.57142857,,144,,9,7,,8.171428476,Potomac Mainstem,1996-06,6,1996,2,1996Q2
6/11/1990,PMS29,56,,,0.111000001,,,1,,,,,,223,,0,1.537999988,3.099999905,7.099999905,,,2220,,,,,0.632000029,,,,,,1.409999967,1.429999948,0.017000001,2.059000015,3.299999952,0.017999999,0.035,0.521000028,0.071999997,0.200000003,,0.125,3.299999952,0.699999988,,,,26500,,0.052999999,,23.60000038,,88,,20,25,,7.699999809,Potomac Mainstem,1990-06,6,1990,2,1990Q2
6/11/2001,PMS29,92,,0.048,,,,,1.4,,14.1,,,,,,,,8.3,,500,,,0.688,,,,,,,,,,,,,,,0.028,,,,7.7,,,,,,,,,,,,,,150,12,,,,Potomac Mainstem,2001-06,6,2001,2,2001Q2
6/12/1984,PMS29,76,,,0.300999999,,,2.599999905,,,17,,,357,,3.5,2.016000032,,4.975000024,,,,,,,,0.925999999,,,,,,1.679999948,1.710000038,0.035,2.641000032,,0.01275,0.007,0.625,0.061000001,,17,0.079000004,1.139999986,0.600000024,,,,,,0.017999999,,28.12500048,,82,,6,14,,6.599999905,Potomac Mainstem,1984-06,6,1984,2,1984Q2
6/12/1989,PMS29,78,,,0.128000006,,,1.600000024,,,,,,303,,2,1.305999994,3.200000048,6.099999905,,,,,,,,0.748000026,,,,,,1.159999967,1.179999948,0.017999999,1.925999999,,,0.017000001,0.620000005,,,,,,0.5,,,,,,,,24.06000023,,116,,12,20,,7.400000095,Potomac Mainstem,1989-06,6,1989,2,1989Q2
6/12/2000,PMS29,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,Potomac Mainstem,2000-06,6,2000,2,2000Q2
6/12/2017,PMS29,92,,0.062,,,,,,,,,,,,,,,8.2,1,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,179,,128,,,,,Potomac Mainstem,2017-06,6,2017,2,2017Q2
6/13/1994,PMS29,90,,,0.409999996,,,1.799999952,,,,,,373.5,,2.5,,,6.283333301,,51,,,,,,,,,,,,,,0.055,,,,0.005,,,,,,1.190000057,0.800000012,,,,,3215,,,25.08333302,,194,,13,12,,7.016666651,Potomac Mainstem,1994-06,6,1994,2,1994Q2
6/13/2005,PMS29,86,,0.126,,,,,0.8,,,,,,,,,,7.6,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,138,,,,,Potomac Mainstem,2005-06,6,2005,2,2005Q2
6/14/1993,PMS29,118,,,0.050000001,,,2.599999905,,,,,,368.8333333,,2.5,,2.400000095,7.733333349,,20,,,,,,,,,,,,,,0.029999999,,3.700000048,,0.01,,,1.299999952,,,1.610000014,0.800000012,,,,,300,,,25.09999975,,166,,7,8,,,Potomac Mainstem,1993-06,6,1993,2,1993Q2
6/14/2004,PMS29,78,,0.023,,,,,0.1,,,,,,,,,,8.5,,1300,,,1.64,,,,,,,,,,,0.011,,,,0.033,,,,,,,,,,,,,,,,3000,,140,14,,,,Potomac Mainstem,2004-06,6,2004,2,2004Q2
6/15/1998,PMS29,102,,,0.093000002,,,0.5,,,,,,321.5714286,,2.699999997,1.643000007,,7.700000014,,80,,,,,,,,,,,,,1.549999952,,,,,0.022,,,,,,,0.899999976,,,,,300,,,21.10000038,,140,,13,8,,7.771428653,Potomac Mainstem,1998-06,6,1998,2,1998Q2
6/15/2009,PMS29,80,,0.023,,,,,,,,,,,,,,,8.5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3784,,108,6,,,,Potomac Mainstem,2009-06,6,2009,2,2009Q2
6/15/2015,PMS29,90,,,,,,,1.8,,,,,,,,,,5.591656875,40,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,2420,,131,,,,,Potomac Mainstem,2015-06,6,2015,2,2015Q2
6/16/1986,PMS29,86,,,0.098999999,,,,,,45,,,312.4,,2,0.397000015,,6.1,,,,,,,,1.110000014,,,,,,0.270999998,0.300000012,0.027000001,1.407999992,,0.033750002,0.007,1.011000037,0.063000001,,30,0.101999998,,0.600000024,,,,,,0.039000001,,27.47999992,,130,,15,18,,8.080000305,Potomac Mainstem,1986-06,6,1986,2,1986Q2
6/16/1987,PMS29,90,,,0.112999998,,,,,,,,,307.1666667,,2.5,1.631999969,,6.949999968,,,,,,,,,,,,,,1.49000001,1.519999981,0.028999999,,,,0.008,,,,,,,0.699999988,,,,,,,,25.99999968,,120,,,13,,7.566666603,Potomac Mainstem,1987-06,6,1987,2,1987Q2
6/16/2003,PMS29,63,,0.019,,,,,,,,,,,,,,,9.3,,,,,1.32,,,,,,,,,,,,,,,0.073,,,,,,,,,,,,,,,,,,110,,,,,Potomac Mainstem,2003-06,6,2003,2,2003Q2
6/16/2014,PMS29,62,,,,,,,,,,,,,,,,,8.440888429,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2420,,96,22,,,,Potomac Mainstem,2014-06,6,2014,2,2014Q2
6/17/1991,PMS29,86,,,0.377000004,,,,,,,,,398.5,,2.5,2.729000092,,6.716666698,,,,,,,,1.330000043,,,,,,2.269999981,2.349999905,0.082000002,3.681999922,,0.015,0.023,0.953000009,0.028999999,,,0.067000002,,0.899999976,,,,,,0.037999999,,27.35000038,,162,,8,24,,7.266666651,Potomac Mainstem,1991-06,6,1991,2,1991Q2
6/17/2002,PMS29,51,,0.144,,,,,,,3.2,,,,,,,,6.6,,,,,0.67,,,,,,,,,,,0.016,,,,0.049,,,,3.7,,,,,,,,,,,,,,115,,,,,Potomac Mainstem,2002-06,6,2002,2,2002Q2
6/17/2013,PMS29,78,,0.03,,,,,,,,,,,,,,,8.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,9,,,,Potomac Mainstem,2013-06,6,2013,2,2013Q2
6/18/2007,PMS29,94,,0.15,,,,,,,,,,,,,,,6.14,,,,,,,,,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,,,,132,9,,,,Potomac Mainstem,2007-06,6,2007,2,2007Q2
6/18/2012,PMS29,92,,,,,,,,,,,,,,,,,8.3,15,,,,,,,,,,,,,,,0.018,,,,,,,,,,,,,,,,,,,,2282,,132,,,,,Potomac Mainstem,2012-06,6,2012,2,2012Q2
6/19/1995,PMS29,86,,,,,,,,,,,,294,,2.5,,,6.716666539,,,,,,,,,,,,,,,,0.022,,,,,,,,,,2.539999962,1,,,,,,,,25.05000019,,116,,11,7,,7.583333254,Potomac Mainstem,1995-06,6,1995,2,1995Q2
6/19/2006,PMS29,86,,0.092,,,,,0.2,,,,,,,,,,7.52,,40,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,130,,114,,,,,Potomac Mainstem,2006-06,6,2006,2,2006Q2
